"","cue","n_resp","word","count","cos","V6"
"3289","cliff",23,"diver",1,0.268293357383639,0.302416734447141
"3290","cliff",23,"glide",1,0.343279713507298,0.302416734447141
"3291","cliff",23,"gorge",1,0.312425713768279,0.302416734447141
"3292","cliff",23,"grand",1,0.264852243029671,0.302416734447141
"3298","cliff",23,"quaff",1,0.312637273693407,0.302416734447141
"3299","cliff",23,"racer",1,0.194487596705662,0.302416734447141
"3300","cliff",23,"ridge",1,0.296128140052591,0.302416734447141
"3301","cliff",23,"scale",1,0.323152257741395,0.302416734447141
"3302","cliff",23,"seven",1,0.348688194765689,0.302416734447141
"3303","cliff",23,"shale",1,0.217023284622513,0.302416734447141
"3305","cliff",23,"shear",1,0.28496132711028,0.302416734447141
"3307","cliff",23,"vista",1,0.400375004156736,0.302416734447141
"3463","steep",27,"climb",15,0.382397285101932,0.313389467707519
"3464","steep",27,"slope",13,0.318968570885645,0.313389467707519
"3468","steep",27,"angle",2,0.223055049032563,0.313389467707519
"3469","steep",27,"grade",2,0.461917744433187,0.313389467707519
"3470","steep",27,"quick",2,0.346089769284973,0.313389467707519
"3471","steep",27,"sheep",2,0.32365907547473,0.313389467707519
"3472","steep",27,"water",2,0.29928563349095,0.313389467707519
"3473","steep",27,"chase",1,0.337554877994252,0.313389467707519
"3476","steep",27,"goats",1,0.224984279086534,0.313389467707519
"3477","steep",27,"hills",1,0.219631991992027,0.313389467707519
"3478","steep",27,"hilly",1,0.297307902084067,0.313389467707519
"3479","steep",27,"large",1,0.185343134967111,0.313389467707519
"3480","steep",27,"meryl",1,0.438358581759908,0.313389467707519
"3481","steep",27,"mound",1,0.386614251614719,0.313389467707519
"3482","steep",27,"pitch",1,0.229891158457815,0.313389467707519
"3483","steep",27,"place",1,0.369298136712833,0.313389467707519
"3484","steep",27,"raise",1,0.208909571202117,0.313389467707519
"3485","steep",27,"rocky",1,0.278702080095911,0.313389467707519
"3487","steep",27,"sheer",1,0.451169540031722,0.313389467707519
"3489","steep",27,"slide",1,0.431326806536276,0.313389467707519
"3490","steep",27,"small",1,0.214930950668329,0.313389467707519
"3491","steep",27,"speak",1,0.221506628870097,0.313389467707519
"3494","steep",27,"taxes",1,0.2706717831489,0.313389467707519
"3496","steep",27,"tired",1,0.309689403115898,0.313389467707519
"3497","steep",27,"unfit",1,0.413112464124125,0.313389467707519
"3553","thick",42,"dense",14,0.262240484735964,0.267787325041426
"3554","thick",42,"heavy",6,0.192902498407982,0.267787325041426
"3555","thick",42,"broad",5,0.216227605206827,0.267787325041426
"3556","thick",42,"brick",4,0.260095066900532,0.267787325041426
"3557","thick",42,"solid",4,0.272903250360554,0.267787325041426
"3558","thick",42,"steak",4,0.207415664441884,0.267787325041426
"3559","thick",42,"bread",2,0.204281563448835,0.267787325041426
"3560","thick",42,"girth",2,0.292299131444388,0.267787325041426
"3561","thick",42,"juicy",2,0.186355537213867,0.267787325041426
"3562","thick",42,"layer",2,0.27556717843436,0.267787325041426
"3563","thick",42,"prick",2,0.363614645949395,0.267787325041426
"3564","thick",42,"stiff",2,0.232709723983948,0.267787325041426
"3565","thick",42,"wedge",2,0.255059151888376,0.267787325041426
"3566","thick",42,"block",1,0.239696733562154,0.267787325041426
"3567","thick",42,"bones",1,0.334540472264325,0.267787325041426
"3568","thick",42,"crust",1,0.238158813286532,0.267787325041426
"3569","thick",42,"depth",1,0.263111686236286,0.267787325041426
"3570","thick",42,"giant",1,0.400583275850297,0.267787325041426
"3571","thick",42,"girls",1,0.297041540721141,0.267787325041426
"3572","thick",42,"gooey",1,0.408342732397679,0.267787325041426
"3573","thick",42,"hardy",1,0.269038473937533,0.267787325041426
"3575","thick",42,"meaty",1,0.285099635734558,0.267787325041426
"3577","thick",42,"mouse",1,0.199772949323678,0.267787325041426
"3578","thick",42,"paper",1,0.255564032347857,0.267787325041426
"3579","thick",42,"penis",1,0.393427134583427,0.267787325041426
"3580","thick",42,"pizza",1,0.260995892446899,0.267787325041426
"3581","thick",42,"plush",1,0.198840940954376,0.267787325041426
"3582","thick",42,"round",1,0.23636288011183,0.267787325041426
"3583","thick",42,"ruler",1,0.336393129283903,0.267787325041426
"3584","thick",42,"slice",1,0.313562668443899,0.267787325041426
"3585","thick",42,"snail",1,0.213318087158033,0.267787325041426
"3586","thick",42,"socks",1,0.241066325188386,0.267787325041426
"3587","thick",42,"spade",1,0.210955854442379,0.267787325041426
"3588","thick",42,"spoon",1,0.247322740139714,0.267787325041426
"3589","thick",42,"staid",1,0.235881799541527,0.267787325041426
"3590","thick",42,"thumb",1,0.250038233130624,0.267787325041426
"3591","thick",42,"tight",1,0.250192820040859,0.267787325041426
"3592","thick",42,"toast",1,0.283594120070025,0.267787325041426
"3593","thick",42,"tykke",1,0.277428494199786,0.267787325041426
"3594","thick",42,"voice",1,0.290739392805743,0.267787325041426
"3595","thick",42,"width",1,0.238518991584785,0.267787325041426
"3596","thick",42,"woods",1,0.355806299534755,0.267787325041426
"4088","lines",37,"graph",3,0.357943184903851,0.304817506144282
"4089","lines",37,"white",3,0.226102618167149,0.304817506144282
"4090","lines",37,"curve",2,0.339782480239534,0.304817506144282
"4092","lines",37,"shape",2,0.304189190711511,0.304817506144282
"4093","lines",37,"store",2,0.275256545496913,0.304817506144282
"4094","lines",37,"train",2,0.380884308742556,0.304817506144282
"4095","lines",37,"black",1,0.246621758202972,0.304817506144282
"4096","lines",37,"brown",1,0.219020199467843,0.304817506144282
"4097","lines",37,"chart",1,0.258882429670816,0.304817506144282
"4098","lines",37,"color",1,0.308514410070833,0.304817506144282
"4099","lines",37,"dines",1,0.378988566739956,0.304817506144282
"4100","lines",37,"drawn",1,0.466088235519982,0.304817506144282
"4101","lines",37,"earth",1,0.256182797067824,0.304817506144282
"4102","lines",37,"edges",1,0.321139960374866,0.304817506144282
"4103","lines",37,"exact",1,0.328244224439033,0.304817506144282
"4104","lines",37,"fines",1,0.217124792299224,0.304817506144282
"4105","lines",37,"guide",1,0.244949393406547,0.304817506144282
"4106","lines",37,"image",1,0.269169262635968,0.304817506144282
"4107","lines",37,"learn",1,0.361612665173625,0.304817506144282
"4108","lines",37,"liner",1,0.295612735597312,0.304817506144282
"4109","lines",37,"mines",1,0.26096754826507,0.304817506144282
"4110","lines",37,"paint",1,0.296646858703887,0.304817506144282
"4111","lines",37,"paths",1,0.19793084085209,0.304817506144282
"4112","lines",37,"photo",1,0.284011842734596,0.304817506144282
"4113","lines",37,"plane",1,0.339479518914208,0.304817506144282
"4114","lines",37,"poems",1,0.298051294284282,0.304817506144282
"4115","lines",37,"queue",1,0.278198162497829,0.304817506144282
"4116","lines",37,"rails",1,0.26988036883719,0.304817506144282
"4117","lines",37,"rules",1,0.333044992971404,0.304817506144282
"4118","lines",37,"scene",1,0.314757448815294,0.304817506144282
"4119","lines",37,"sharp",1,0.285106134817016,0.304817506144282
"4120","lines",37,"sleep",1,0.275306555285024,0.304817506144282
"4121","lines",37,"spots",1,0.333551459234666,0.304817506144282
"4122","lines",37,"staff",1,0.435458837811324,0.304817506144282
"4123","lines",37,"stage",1,0.470201582308183,0.304817506144282
"4124","lines",37,"which",1,0.295363740958596,0.304817506144282
"4125","lines",37,"words",1,0.253980781119451,0.304817506144282
"4864","lives",23,"alive",7,0.33090565650943,0.279407827139283
"4866","lives",23,"Elvis",3,0.212130161296636,0.279407827139283
"4867","lives",23,"being",2,0.2627918238738,0.279407827139283
"4872","lives",23,"human",2,0.244562185945965,0.279407827139283
"4873","lives",23,"souls",2,0.308188531987418,0.279407827139283
"4874","lives",23,"wives",2,0.225711125432936,0.279407827139283
"4876","lives",23,"apart",1,0.358985059656257,0.279407827139283
"4877","lives",23,"aware",1,0.347438278528598,0.279407827139283
"4880","lives",23,"doing",1,0.358551425346805,0.279407827139283
"4881","lives",23,"drama",1,0.306024380431119,0.279407827139283
"4882","lives",23,"flies",1,0.226317688605844,0.279407827139283
"4883","lives",23,"Frodo",1,0.299329755493594,0.279407827139283
"4884","lives",23,"games",1,0.253692524279269,0.279407827139283
"4885","lives",23,"homes",1,0.253670109918608,0.279407827139283
"4886","lives",23,"Jesus",1,0.200283106584539,0.279407827139283
"4888","lives",23,"lived",1,0.225275806097066,0.279407827139283
"4889","lives",23,"loves",1,0.420032448049494,0.279407827139283
"4890","lives",23,"Mario",1,0.251743050541969,0.279407827139283
"4891","lives",23,"saves",1,0.211021621088299,0.279407827139283
"4894","lives",23,"ships",1,0.211281300173986,0.279407827139283
"4896","lives",23,"spent",1,0.27009502581588,0.279407827139283
"4898","lives",23,"stays",1,0.315758395685302,0.279407827139283
"4899","lives",23,"vital",1,0.332590562860693,0.279407827139283
"5696","drunk",24,"drink",11,0.380354652232724,0.3578100761052
"5697","drunk",24,"tipsy",5,0.35037101941019,0.3578100761052
"5698","drunk",24,"booze",3,0.301051558908669,0.3578100761052
"5699","drunk",24,"sober",3,0.416369214474879,0.3578100761052
"5700","drunk",24,"vodka",3,0.488622572385048,0.3578100761052
"5701","drunk",24,"vomit",3,0.235224879076866,0.3578100761052
"5702","drunk",24,"drank",2,0.353343961834587,0.3578100761052
"5705","drunk",24,"messy",2,0.498681775801075,0.3578100761052
"5708","drunk",24,"skunk",2,0.348499289827206,0.3578100761052
"5710","drunk",24,"awful",1,0.356428275961981,0.3578100761052
"5711","drunk",24,"binge",1,0.36142288349411,0.3578100761052
"5714","drunk",24,"Bobby",1,0.329628316864472,0.3578100761052
"5716","drunk",24,"cheap",1,0.367081400043347,0.3578100761052
"5719","drunk",24,"faced",1,0.36018907200422,0.3578100761052
"5720","drunk",24,"glass",1,0.301362532525346,0.3578100761052
"5721","drunk",24,"great",1,0.33805981418875,0.3578100761052
"5723","drunk",24,"Homer",1,0.28252679869178,0.3578100761052
"5724","drunk",24,"kebab",1,0.374255065487718,0.3578100761052
"5725","drunk",24,"sluts",1,0.461904719191874,0.3578100761052
"5726","drunk",24,"sorry",1,0.308088443878025,0.3578100761052
"5727","drunk",24,"trunk",1,0.367036464348886,0.3578100761052
"5728","drunk",24,"upset",1,0.344590018708025,0.3578100761052
"5729","drunk",24,"woozy",1,0.390197230356304,0.3578100761052
"5956","bench",22,"chair",17,0.187845574606725,0.278672919421098
"5957","bench",22,"press",8,0.257854657020187,0.278672919421098
"5960","bench",22,"metal",3,0.401084895364193,0.278672919421098
"5961","bench",22,"table",3,0.274765625868837,0.278672919421098
"5964","bench",22,"stool",2,0.198400765875509,0.278672919421098
"5965","bench",22,"alley",1,0.45239071617803,0.278672919421098
"5966","bench",22,"child",1,0.271296152325141,0.278672919421098
"5967","bench",22,"coach",1,0.348335182586103,0.278672919421098
"5970","bench",22,"finch",1,0.288166540903481,0.278672919421098
"5971","bench",22,"Godot",1,0.313653265817257,0.278672919421098
"5973","bench",22,"grate",1,0.28476114478253,0.278672919421098
"5974","bench",22,"green",1,0.21199595353553,0.278672919421098
"5975","bench",22,"hobos",1,0.211038647909926,0.278672919421098
"5978","bench",22,"poach",1,0.188479939239727,0.278672919421098
"5980","bench",22,"relax",1,0.267613910869273,0.278672919421098
"5981","bench",22,"shade",1,0.291882284213959,0.278672919421098
"5982","bench",22,"slats",1,0.191697537423646,0.278672919421098
"5985","bench",22,"study",1,0.297127403286418,0.278672919421098
"5986","bench",22,"sweat",1,0.282804825105647,0.278672919421098
"5988","bench",22,"tools",1,0.311428467343466,0.278672919421098
"5990","bench",22,"whale",1,0.220394073217312,0.278672919421098
"5991","bench",22,"winch",1,0.377786663791255,0.278672919421098
"5993","chaos",20,"order",7,0.267075688475281,0.320849059535138
"5996","chaos",20,"world",3,0.360643601811779,0.320849059535138
"5998","chaos",20,"messy",2,0.438115256470831,0.320849059535138
"6001","chaos",20,"crowd",1,0.335387445187258,0.320849059535138
"6002","chaos",20,"Dante",1,0.297220854548538,0.320849059535138
"6003","chaos",20,"demon",1,0.412867120402413,0.320849059535138
"6005","chaos",20,"field",1,0.303588354449333,0.320849059535138
"6007","chaos",20,"Greek",1,0.27381006302356,0.320849059535138
"6009","chaos",20,"magic",1,0.184510284981623,0.320849059535138
"6012","chaos",20,"noisy",1,0.349072228729371,0.320849059535138
"6013","chaos",20,"panic",1,0.319187651286529,0.320849059535138
"6014","chaos",20,"peace",1,0.341489348137567,0.320849059535138
"6015","chaos",20,"riots",1,0.3091614216943,0.320849059535138
"6016","chaos",20,"smoke",1,0.339456171794265,0.320849059535138
"6017","chaos",20,"sonic",1,0.399799568766783,0.320849059535138
"6018","chaos",20,"space",1,0.246901299527216,0.320849059535138
"6021","chaos",20,"storm",1,0.351728286814637,0.320849059535138
"6022","chaos",20,"swirl",1,0.276768964408089,0.320849059535138
"6023","chaos",20,"utter",1,0.308682745364556,0.320849059535138
"6025","chaos",20,"whirl",1,0.301514834828834,0.320849059535138
"6176","dance",35,"music",20,0.406401141129275,0.305129477334381
"6177","dance",35,"party",12,0.19338935023497,0.305129477334381
"6178","dance",35,"disco",6,0.364134415850879,0.305129477334381
"6179","dance",35,"tango",5,0.261129983536565,0.305129477334381
"6180","dance",35,"floor",4,0.337248951784625,0.305129477334381
"6181","dance",35,"salsa",3,0.357851178502016,0.305129477334381
"6182","dance",35,"waltz",3,0.293072539790526,0.305129477334381
"6184","dance",35,"rumba",2,0.272054401043751,0.305129477334381
"6185","dance",35,"shoes",2,0.238037126116237,0.305129477334381
"6186","dance",35,"belly",1,0.49596629203115,0.305129477334381
"6188","dance",35,"booty",1,0.23795594978486,0.305129477334381
"6189","dance",35,"Bowie",1,0.261216722394276,0.305129477334381
"6190","dance",35,"break",1,0.292760685891035,0.305129477334381
"6191","dance",35,"can't",1,0.206082955498862,0.305129477334381
"6192","dance",35,"death",1,0.408662199474027,0.305129477334381
"6193","dance",35,"dizzy",1,0.696004883146125,0.305129477334381
"6194","dance",35,"don't",1,0.273725492713552,0.305129477334381
"6195","dance",35,"dress",1,0.454690687311818,0.305129477334381
"6197","dance",35,"fancy",1,0.329224790875839,0.305129477334381
"6198","dance",35,"fever",1,0.246804947164113,0.305129477334381
"6199","dance",35,"float",1,0.300819987444361,0.305129477334381
"6200","dance",35,"grace",1,0.296249451834359,0.305129477334381
"6201","dance",35,"group",1,0.333943049793559,0.305129477334381
"6202","dance",35,"happy",1,0.186398799833082,0.305129477334381
"6203","dance",35,"house",1,0.185085765484763,0.305129477334381
"6204","dance",35,"jolly",1,0.202017083374623,0.305129477334381
"6205","dance",35,"night",1,0.271407315020201,0.305129477334381
"6207","dance",35,"polka",1,0.269687700662419,0.305129477334381
"6208","dance",35,"ruins",1,0.268005442182666,0.305129477334381
"6210","dance",35,"steps",1,0.23302285560458,0.305129477334381
"6211","dance",35,"swing",1,0.282567553094309,0.305129477334381
"6212","dance",35,"twirl",1,0.28943990334822,0.305129477334381
"6213","dance",35,"wheel",1,0.366399008796124,0.305129477334381
"6214","dance",35,"women",1,0.27256061654806,0.305129477334381
"6704","hoard",25,"board",3,0.327375451241023,0.272065120324406
"6706","hoard",25,"greed",3,0.241484012330902,0.272065120324406
"6708","hoard",25,"miser",3,0.247267322457474,0.272065120324406
"6709","hoard",25,"stash",3,0.271533390261238,0.272065120324406
"6711","hoard",25,"amass",2,0.316110722713139,0.272065120324406
"6712","hoard",25,"covet",2,0.284888444411908,0.272065120324406
"6714","hoard",25,"messy",2,0.247448810114086,0.272065120324406
"6716","hoard",25,"stuff",2,0.285469967378436,0.272065120324406
"6717","hoard",25,"trash",2,0.269842712849131,0.272065120324406
"6718","hoard",25,"award",1,0.37146400563638,0.272065120324406
"6719","hoard",25,"boars",1,0.279647816223219,0.272065120324406
"6720","hoard",25,"cards",1,0.277146460831515,0.272065120324406
"6721","hoard",25,"chest",1,0.248824176712856,0.272065120324406
"6722","hoard",25,"clean",1,0.299800875684611,0.272065120324406
"6723","hoard",25,"crave",1,0.289464377063808,0.272065120324406
"6726","hoard",25,"flock",1,0.23923237690224,0.272065120324406
"6727","hoard",25,"gluon",1,0.306266537852224,0.272065120324406
"6730","hoard",25,"keeps",1,0.25090508088124,0.272065120324406
"6731","hoard",25,"latch",1,0.242035712780865,0.272065120324406
"6734","hoard",25,"piled",1,0.214074626019775,0.272065120324406
"6736","hoard",25,"stack",1,0.304314350407602,0.272065120324406
"6737","hoard",25,"trees",1,0.239064871657723,0.272065120324406
"6738","hoard",25,"vault",1,0.256299419641384,0.272065120324406
"6739","hoard",25,"whore",1,0.234888282288819,0.272065120324406
"6740","hoard",25,"world",1,0.256778203768558,0.272065120324406
"8522","shaft",26,"arrow",6,0.393546325335305,0.310137639192946
"8523","shaft",26,"screw",5,0.184706419409872,0.310137639192946
"8524","shaft",26,"stick",4,0.259389832393846,0.310137639192946
"8525","shaft",26,"spear",3,0.29725807315385,0.310137639192946
"8527","shaft",26,"crank",2,0.195449285000525,0.310137639192946
"8528","shaft",26,"drive",2,0.280033636820559,0.310137639192946
"8529","shaft",26,"knife",2,0.252746225430237,0.310137639192946
"8530","shaft",26,"movie",2,0.340303762781736,0.310137639192946
"8533","shaft",26,"broom",1,0.407180998898992,0.310137639192946
"8534","shaft",26,"cheat",1,0.382626968325275,0.310137639192946
"8535","shaft",26,"craft",1,0.195927606228354,0.310137639192946
"8537","shaft",26,"dirty",1,0.302328680302424,0.310137639192946
"8539","shaft",26,"drain",1,0.262420517671519,0.310137639192946
"8541","shaft",26,"empty",1,0.350925394021251,0.310137639192946
"8542","shaft",26,"enter",1,0.360690498508308,0.310137639192946
"8543","shaft",26,"given",1,0.203828130140384,0.310137639192946
"8547","shaft",26,"scold",1,0.301442772665585,0.310137639192946
"8548","shaft",26,"scrap",1,0.596707842400161,0.310137639192946
"8549","shaft",26,"shard",1,0.328117176264839,0.310137639192946
"8551","shaft",26,"shift",1,0.25631482247389,0.310137639192946
"8552","shaft",26,"Smith",1,0.309700701653334,0.310137639192946
"8553","shaft",26,"spike",1,0.311424641771943,0.310137639192946
"8555","shaft",26,"steel",1,0.416519803224651,0.310137639192946
"8557","shaft",26,"stuck",1,0.374693828446901,0.310137639192946
"8558","shaft",26,"sword",1,0.250134906033239,0.310137639192946
"8560","shaft",26,"wrong",1,0.24915976965962,0.310137639192946
"9370","heath",23,"actor",3,0.282855419459955,0.280969962845553
"9371","heath",23,"marsh",3,0.363151305757323,0.280969962845553
"9372","heath",23,"fruit",2,0.222418466740236,0.280969962845553
"9375","heath",23,"berry",1,0.210483267732499,0.280969962845553
"9377","heath",23,"blend",1,0.277370262521328,0.280969962845553
"9378","heath",23,"boggy",1,0.219121037843662,0.280969962845553
"9381","heath",23,"cabin",1,0.231948934136649,0.280969962845553
"9383","heath",23,"chewy",1,0.280187097734059,0.280969962845553
"9385","heath",23,"flora",1,0.445608651408932,0.280969962845553
"9386","heath",23,"furze",1,0.269145405642769,0.280969962845553
"9387","heath",23,"green",1,0.225380989995006,0.280969962845553
"9388","heath",23,"Irish",1,0.253019347782938,0.280969962845553
"9389","heath",23,"knoll",1,0.242652143709382,0.280969962845553
"9391","heath",23,"novel",1,0.204594632049858,0.280969962845553
"9392","heath",23,"ocher",1,0.263954731083682,0.280969962845553
"9393","heath",23,"piece",1,0.299675919970004,0.280969962845553
"9394","heath",23,"plain",1,0.279361157736002,0.280969962845553
"9396","heath",23,"Scots",1,0.509693912603551,0.280969962845553
"9397","heath",23,"scrub",1,0.225209912002405,0.280969962845553
"9398","heath",23,"sedge",1,0.485048082931732,0.280969962845553
"9399","heath",23,"steam",1,0.191965739273985,0.280969962845553
"9400","heath",23,"stone",1,0.225435329512535,0.280969962845553
"9401","heath",23,"vigor",1,0.254027397819225,0.280969962845553
"9555","rogue",31,"thief",10,0.310133058330911,0.295118768856964
"9556","rogue",31,"agent",6,0.309564013200687,0.295118768856964
"9557","rogue",31,"rebel",4,0.268916668893151,0.295118768856964
"9558","rogue",31,"rouge",3,0.261246259353595,0.295118768856964
"9559","rogue",31,"alone",2,0.357304333874587,0.295118768856964
"9560","rogue",31,"devil",2,0.305711315169946,0.295118768856964
"9561","rogue",31,"loner",2,0.266275469684274,0.295118768856964
"9562","rogue",31,"Palin",2,0.213213995400669,0.295118768856964
"9563","rogue",31,"rough",2,0.335399755358804,0.295118768856964
"9564","rogue",31,"stray",2,0.337323391370288,0.295118768856964
"9565","rogue",31,"vogue",2,0.310515572282208,0.295118768856964
"9566","rogue",31,"x-men",2,0.286449479042745,0.295118768856964
"9567","rogue",31,"blush",1,0.30249972370079,0.295118768856964
"9568","rogue",31,"brave",1,0.286008985453307,0.295118768856964
"9571","rogue",31,"crazy",1,0.338333133339229,0.295118768856964
"9573","rogue",31,"crook",1,0.351803614788495,0.295118768856964
"9574","rogue",31,"dandy",1,0.334031089586218,0.295118768856964
"9576","rogue",31,"fiend",1,0.266316054423244,0.295118768856964
"9577","rogue",31,"knave",1,0.391576393628039,0.295118768856964
"9578","rogue",31,"melee",1,0.333801266479448,0.295118768856964
"9579","rogue",31,"money",1,0.301988879165087,0.295118768856964
"9581","rogue",31,"ninja",1,0.226639022518903,0.295118768856964
"9582","rogue",31,"Snape",1,0.255417375140065,0.295118768856964
"9583","rogue",31,"state",1,0.286511738086837,0.295118768856964
"9584","rogue",31,"steal",1,0.273115225003025,0.295118768856964
"9585","rogue",31,"tough",1,0.241465815400596,0.295118768856964
"9586","rogue",31,"trite",1,0.315418193660868,0.295118768856964
"9587","rogue",31,"vague",1,0.248242998573403,0.295118768856964
"9588","rogue",31,"woman",1,0.250832369201685,0.295118768856964
"9589","rogue",31,"X-Men",1,0.263575708884742,0.295118768856964
"9590","rogue",31,"x man",1,0.319050935570041,0.295118768856964
"11891","stoop",23,"porch",20,0.356287706295498,0.374363484099421
"11892","stoop",23,"lower",9,0.474477439436437,0.374363484099421
"11894","stoop",23,"stair",5,0.434001661707448,0.374363484099421
"11895","stoop",23,"squat",4,0.451974006508592,0.374363484099421
"11896","stoop",23,"front",3,0.288062390116447,0.374363484099421
"11898","stoop",23,"hunch",2,0.32179016863438,0.374363484099421
"11901","stoop",23,"abase",1,0.368103311793618,0.374363484099421
"11902","stoop",23,"aging",1,0.429775538924286,0.374363484099421
"11906","stoop",23,"brass",1,0.314882531383413,0.374363484099421
"11908","stoop",23,"deign",1,0.328085359411581,0.374363484099421
"11909","stoop",23,"dodge",1,0.407037457810988,0.374363484099421
"11910","stoop",23,"forty",1,0.268298149587907,0.374363484099421
"11912","stoop",23,"kneel",1,0.346862364227168,0.374363484099421
"11913","stoop",23,"level",1,0.45225312495828,0.374363484099421
"11915","stoop",23,"perch",1,0.392818319478931,0.374363484099421
"11916","stoop",23,"reach",1,0.478142655909196,0.374363484099421
"11917","stoop",23,"rugby",1,0.342921877494533,0.374363484099421
"11918","stoop",23,"shelf",1,0.42321692980021,0.374363484099421
"11919","stoop",23,"short",1,0.427039187685818,0.374363484099421
"11920","stoop",23,"stool",1,0.317256314548039,0.374363484099421
"11921","stoop",23,"study",1,0.434381721327208,0.374363484099421
"11923","stoop",23,"waist",1,0.333444232695134,0.374363484099421
"12987","swamp",22,"marsh",16,0.330269711263298,0.274675006174559
"12988","swamp",22,"thing",9,0.211579435015388,0.274675006174559
"12990","swamp",22,"muddy",5,0.312600317085956,0.274675006174559
"12991","swamp",22,"humid",4,0.307260553107732,0.274675006174559
"12993","swamp",22,"murky",3,0.338441725181631,0.274675006174559
"12995","swamp",22,"gator",2,0.31038459910218,0.274675006174559
"12996","swamp",22,"mucky",2,0.231476805901523,0.274675006174559
"12997","swamp",22,"slimy",2,0.242471229581745,0.274675006174559
"12999","swamp",22,"boggy",1,0.281775310863466,0.274675006174559
"13000","swamp",22,"boots",1,0.186619879304296,0.274675006174559
"13001","swamp",22,"cover",1,0.236247020906153,0.274675006174559
"13003","swamp",22,"ducks",1,0.214365868065528,0.274675006174559
